technology,parameter,year,value,unit,source,further description
biomass CHP,FOM,2020,3.61,%/year,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Fixed O&M"
biomass CHP,VOM,2020,2.11,EUR/MWh_e,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Variable O&M "
biomass CHP,c_b,2020,0.45,40°C/80°C,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Cb coefficient"
biomass CHP,c_v,2020,1.0,40°C/80°C,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Cv coefficient"
biomass CHP,efficiency,2020,0.3,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Electricity efficiency, net, annual average"
biomass CHP,efficiency-heat,2020,0.71,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Heat efficiency, net, annual average"
biomass CHP,investment,2020,3381.27,EUR/kW_e,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Nominal investment "
biomass CHP,lifetime,2020,25.0,years,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Technical lifetime"
biomass CHP capture,FOM,2020,3.0,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.a Post comb - small CHP
biomass CHP capture,capture_rate,2020,0.9,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.a Post comb - small CHP
biomass CHP capture,compression-electricity-input,2020,0.1,MWh/tCO2,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.a Post comb - small CHP
biomass CHP capture,compression-heat-output,2020,0.16,MWh/tCO2,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.a Post comb - small CHP
biomass CHP capture,electricity-input,2020,0.03,MWh/tCO2,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.a Post comb - small CHP
biomass CHP capture,heat-input,2020,0.83,MWh/tCO2,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.a Post comb - small CHP
biomass CHP capture,heat-output,2020,0.83,MWh/tCO2,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.a Post comb - small CHP
biomass CHP capture,investment,2020,3300000.0,EUR/(tCO2/h),"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.a Post comb - small CHP
biomass CHP capture,lifetime,2020,25.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.a Post comb - small CHP
biomass EOP,FOM,2020,3.61,%/year,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Fixed O&M"
biomass EOP,VOM,2020,2.11,EUR/MWh_e,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Variable O&M "
biomass EOP,c_b,2020,0.45,40°C/80°C,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Cb coefficient"
biomass EOP,c_v,2020,1.0,40°C/80°C,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Cv coefficient"
biomass EOP,efficiency,2020,0.3,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Electricity efficiency, net, annual average"
biomass EOP,efficiency-heat,2020,0.71,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Heat efficiency, net, annual average"
biomass EOP,investment,2020,3381.27,EUR/kW_e,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Nominal investment "
biomass EOP,lifetime,2020,25.0,years,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw, Large, 40 degree:  Technical lifetime"
biomass HOP,FOM,2020,5.8,%/year,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw HOP:  Fixed O&M, heat output"
biomass HOP,VOM,2020,2.11,EUR/MWh,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",09c Straw HOP:  Variable O&M heat output
biomass HOP,efficiency,2020,1.03,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09c Straw HOP:  Total efficiency , net, annual average"
biomass HOP,investment,2020,875.42,EUR/kW_th - heat output,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",09c Straw HOP:  Nominal investment 
biomass HOP,lifetime,2020,25.0,years,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",09c Straw HOP:  Technical lifetime
cement capture,FOM,2020,3.0,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.c Post comb - Cement kiln
cement capture,capture_rate,2020,0.9,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.c Post comb - Cement kiln
cement capture,compression-electricity-input,2020,0.1,MWh/tCO2,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.c Post comb - Cement kiln
cement capture,compression-heat-output,2020,0.16,MWh/tCO2,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.c Post comb - Cement kiln
cement capture,electricity-input,2020,0.02,MWh/tCO2,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.c Post comb - Cement kiln
cement capture,heat-input,2020,0.83,MWh/tCO2,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.c Post comb - Cement kiln
cement capture,heat-output,2020,1.65,MWh/tCO2,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.c Post comb - Cement kiln
cement capture,investment,2020,3000000.0,EUR/(tCO2/h),"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.c Post comb - Cement kiln
cement capture,lifetime,2020,25.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat_0002.xlsx",401.c Post comb - Cement kiln
central air-sourced heat pump,FOM,2020,0.21,%/year,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","40 Comp. hp, airsource 3 MW:  Fixed O&M"
central air-sourced heat pump,VOM,2020,2.19,EUR/MWh_th,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","40 Comp. hp, airsource 3 MW:  Variable O&M"
central air-sourced heat pump,efficiency,2020,3.4,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","40 Comp. hp, airsource 3 MW:  Total efficiency , net, annual average"
central air-sourced heat pump,investment,2020,951.39,EUR/kW_th,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","40 Comp. hp, airsource 3 MW:  Specific investment"
central air-sourced heat pump,lifetime,2020,25.0,years,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","40 Comp. hp, airsource 3 MW:  Technical lifetime"
central coal CHP,FOM,2020,1.63,%/year,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",01 Coal CHP:  Fixed O&M
central coal CHP,VOM,2020,2.9,EUR/MWh,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",01 Coal CHP:  Variable O&M
central coal CHP,c_b,2020,0.84,50oC/100oC,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",01 Coal CHP:  Cb coefficient
central coal CHP,c_v,2020,0.15,50oC/100oC,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",01 Coal CHP:  Cv coefficient
central coal CHP,efficiency,2020,0.48,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","01 Coal CHP:  Electricity efficiency, condensation mode, net"
central coal CHP,investment,2020,1900.0,EUR/kW,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",01 Coal CHP:  Nominal investment
central coal CHP,lifetime,2020,25.0,years,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",01 Coal CHP:  Technical lifetime
central gas CHP,FOM,2020,3.31,%/year,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","04 Gas turb. simple cycle, L:  Fixed O&M"
central gas CHP,VOM,2020,4.4,EUR/MWh,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","04 Gas turb. simple cycle, L:  Variable O&M"
central gas CHP,c_b,2020,0.96,50oC/100oC,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","04 Gas turb. simple cycle, L:  Cb coefficient"
central gas CHP,c_v,2020,0.17,per unit,DEA (loss of fuel for additional heat), from old pypsa cost assumptions
central gas CHP,efficiency,2020,0.4,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","04 Gas turb. simple cycle, L:  Electricity efficiency, annual average"
central gas CHP,investment,2020,590.0,EUR/kW,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","04 Gas turb. simple cycle, L:  Nominal investment"
central gas CHP,lifetime,2020,25.0,years,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","04 Gas turb. simple cycle, L:  Technical lifetime"
central gas CHP,p_nom_ratio,2020,1.0,per unit,, from old pypsa cost assumptions
central gas boiler,FOM,2020,3.25,%/year,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",44 Natural Gas DH Only:  Fixed O&M
central gas boiler,VOM,2020,1.1,EUR/MWh_th,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",44 Natural Gas DH Only:  Variable O&M
central gas boiler,efficiency,2020,1.03,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","44 Natural Gas DH Only:  Total efficiency , net, annual average"
central gas boiler,investment,2020,60.0,EUR/kW_th,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",44 Natural Gas DH Only:  Nominal investment
central gas boiler,lifetime,2020,25.0,years,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",44 Natural Gas DH Only:  Technical lifetime
central ground-sourced heat pump,FOM,2020,0.35,%/year,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","40 Absorption heat pump, DH:  Fixed O&M"
central ground-sourced heat pump,VOM,2020,0.98,EUR/MWh_th,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","40 Absorption heat pump, DH:  Variable O&M"
central ground-sourced heat pump,efficiency,2020,1.71,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","40 Absorption heat pump, DH:  Total efficiency , net, annual average"
central ground-sourced heat pump,investment,2020,564.0,EUR/kW_th excluding drive energy,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","40 Absorption heat pump, DH:  Nominal investment"
central ground-sourced heat pump,lifetime,2020,25.0,years,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","40 Absorption heat pump, DH:  Technical lifetime"
central resistive heater,FOM,2020,1.53,%/year,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",41 Electric Boilers:  Fixed O&M
central resistive heater,VOM,2020,0.9,EUR/MWh_th,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",41 Electric Boilers:  Variable O&M
central resistive heater,efficiency,2020,0.99,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","41 Electric Boilers:  Total efficiency , net, annual average"
central resistive heater,investment,2020,70.0,EUR/kW_th,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",41 Electric Boilers:  Nominal investment; 10/15 kV; >10 MW
central resistive heater,lifetime,2020,20.0,years,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx",41 Electric Boilers:  Technical lifetime
central solar thermal,FOM,2020,1.4,%/year,HP, from old pypsa cost assumptions
central solar thermal,investment,2020,140000.0,EUR/1000m2,HP, from old pypsa cost assumptions
central solar thermal,lifetime,2020,20.0,years,HP, from old pypsa cost assumptions
central solid biomass CHP,FOM,2020,4.12,%/year,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09b Wood Pellets, Medium:  Fixed O&M"
central solid biomass CHP,VOM,2020,1.86,EUR/MWh_e,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09b Wood Pellets, Medium:  Variable O&M "
central solid biomass CHP,c_b,2020,0.46,40°C/80°C,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09b Wood Pellets, Medium:  Cb coefficient"
central solid biomass CHP,c_v,2020,1.0,40°C/80°C,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09b Wood Pellets, Medium:  Cv coefficient"
central solid biomass CHP,efficiency,2020,0.29,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09b Wood Pellets, Medium:  Electricity efficiency, net, annual average"
central solid biomass CHP,efficiency-heat,2020,0.69,per unit,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09b Wood Pellets, Medium:  Heat efficiency, net, annual average"
central solid biomass CHP,investment,2020,3006.8,EUR/kW_e,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09b Wood Pellets, Medium:  Nominal investment "
central solid biomass CHP,lifetime,2020,25.0,years,"Danish Energy Agency, technology_data_for_el_and_dh_-_0009.xlsx","09b Wood Pellets, Medium:  Technical lifetime"
central solid biomass CHP,p_nom_ratio,2020,1.0,per unit,, from old pypsa cost assumptions
central water tank storage,FOM,2020,0.52,%/year,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",140 PTES seasonal:  Fixed O&M
central water tank storage,investment,2020,0.58,EUR/kWhCapacity,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",140 PTES seasonal:  Specific investment
central water tank storage,lifetime,2020,20.0,years,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",140 PTES seasonal:  Technical lifetime
clean water tank storage,FOM,2020,2.0,%/year,"Caldera et al 2016: Local cost of seawater RO desalination based on solar PV and windenergy: A global estimate. (https://doi.org/10.1016/j.desal.2016.02.004), Table 1.",
clean water tank storage,investment,2020,67.63,EUR/m^3-H2O,"Caldera et al 2016: Local cost of seawater RO desalination based on solar PV and windenergy: A global estimate. (https://doi.org/10.1016/j.desal.2016.02.004), Table 1.",
clean water tank storage,lifetime,2020,30.0,years,"Caldera et al 2016: Local cost of seawater RO desalination based on solar PV and windenergy: A global estimate. (https://doi.org/10.1016/j.desal.2016.02.004), Table 1.",
coal,CO2 intensity,2020,0.34,tCO2/MWh_th,Entwicklung der spezifischen Kohlendioxid-Emissionen des deutschen Strommix in den Jahren 1990 - 2018,
coal,FOM,2020,1.6,%/year,Lazard s Levelized Cost of Energy Analysis - Version 13.0,
coal,VOM,2020,3.5,EUR/MWh_e,Lazard s Levelized Cost of Energy Analysis - Version 13.0,
coal,efficiency,2020,0.33,per unit,Lazard s Levelized Cost of Energy Analysis - Version 13.0,
coal,fuel,2020,8.15,EUR/MWh_th,BP 2019,
coal,investment,2020,3845.51,EUR/kW_e,Lazard s Levelized Cost of Energy Analysis - Version 13.0,
coal,lifetime,2020,40.0,years,Lazard s Levelized Cost of Energy Analysis - Version 13.0,
decentral CHP,FOM,2020,3.0,%/year,HP, from old pypsa cost assumptions
decentral CHP,discount rate,2020,0.04,per unit,Palzer thesis, from old pypsa cost assumptions
decentral CHP,investment,2020,1400.0,EUR/kWel,HP, from old pypsa cost assumptions
decentral CHP,lifetime,2020,25.0,years,HP, from old pypsa cost assumptions
decentral air-sourced heat pump,FOM,2020,2.96,%/year,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.3 Air to water existing:  Fixed O&M
decentral air-sourced heat pump,discount rate,2020,0.04,per unit,Palzer thesis, from old pypsa cost assumptions
decentral air-sourced heat pump,efficiency,2020,3.4,per unit,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx","207.3 Air to water existing:  Heat efficiency, annual average, net, radiators, existing one family house"
decentral air-sourced heat pump,investment,2020,940.0,EUR/kW_th,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.3 Air to water existing:  Specific investment
decentral air-sourced heat pump,lifetime,2020,18.0,years,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.3 Air to water existing:  Technical lifetime
decentral gas boiler,FOM,2020,6.56,%/year,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",202 Natural gas boiler:  Fixed O&M
decentral gas boiler,discount rate,2020,0.04,per unit,Palzer thesis, from old pypsa cost assumptions
decentral gas boiler,efficiency,2020,0.97,per unit,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx","202 Natural gas boiler:  Total efficiency, annual average, net"
decentral gas boiler,investment,2020,312.08,EUR/kW_th,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",202 Natural gas boiler:  Specific investment
decentral gas boiler,lifetime,2020,20.0,years,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",202 Natural gas boiler:  Technical lifetime
decentral gas boiler connection,investment,2020,195.05,EUR/kW_th,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",:  Possible additional specific investment
decentral gas boiler connection,lifetime,2020,50.0,years,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",:  Technical lifetime
decentral ground-sourced heat pump,FOM,2020,1.85,%/year,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.7 Ground source existing:  Fixed O&M
decentral ground-sourced heat pump,discount rate,2020,0.04,per unit,Palzer thesis, from old pypsa cost assumptions
decentral ground-sourced heat pump,efficiency,2020,3.8,per unit,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx","207.7 Ground source existing:  Heat efficiency, annual average, net, radiators, existing one family house"
decentral ground-sourced heat pump,investment,2020,1500.0,EUR/kW_th,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.7 Ground source existing:  Specific investment
decentral ground-sourced heat pump,lifetime,2020,20.0,years,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.7 Ground source existing:  Technical lifetime
decentral oil boiler,FOM,2020,2.0,%/year,Palzer thesis (https://energiesysteme-zukunft.de/fileadmin/user_upload/Publikationen/PDFs/ESYS_Materialien_Optimierungsmodell_REMod-D.pdf), from old pypsa cost assumptions
